,full_name,selling_price,year,km_driven,fuel_type,transmission_type,mileage,engine
3179,Renault KWID RXT,3.1,2016,35000,Petrol,Manual,25.17,799
3180,Maruti Ciaz Delta,9.3,2019,36000,Petrol,Manual,21.56,1462
3181,Hyundai Grand i10,3.5,2014,50000,Petrol,Manual,18.9,1197
3182,Hyundai i20 1.4,6.5,2015,90000,Diesel,Manual,22.54,1396
3183,Hyundai i20 1.2,5.5,2017,70000,Petrol,Manual,18.6,1197
3184,Maruti Wagon R,2.1,2008,86000,Petrol,Manual,18.9,998
3185,Maruti Wagon R,4.0,2016,110000,Petrol,Manual,20.51,998
3186,Hyundai i20 Diesel,7.3,2019,31800,Diesel,Manual,22.54,1396
3187,Renault KWID AMT,4.5,2018,9000,Petrol,Automatic,24.04,999
3188,Hyundai Grand i10,4.74,2014,51000,Petrol,Manual,18.9,1197
3189,Hyundai i20 Sportz,8.0,2019,10000,Diesel,Manual,22.54,1396
3190,Hyundai Grand i10,5.4,2017,16905,Petrol,Automatic,18.9,1197
3191,Maruti Celerio VXI,4.45,2016,35232,Petrol,Automatic,23.1,998
3192,Maruti Swift Dzire,4.6,2018,120000,Petrol,Manual,19.95,1197
3193,Ford Ecosport 2015-2021,8.5,2018,5000,Petrol,Manual,17.0,1497
3194,Hyundai Grand i10,5.8,2017,25000,Petrol,Manual,18.9,1197
3195,Hyundai i20 Asta,6.66,2015,77597,Petrol,Manual,20.35,1197
3196,Ford Ecosport 1.5,5.75,2014,81000,Diesel,Manual,22.7,1498
3197,Renault KWID 1.0,3.5,2016,63000,Petrol,Manual,23.01,999
3198,Hyundai Creta 1.6,8.5,2016,35000,Petrol,Manual,15.29,1591
3199,Ford Freestyle Titanium,6.5,2018,35000,Petrol,Manual,19.0,1194
3200,Hyundai i20 Asta,5.0,2014,25000,Diesel,Manual,22.54,1396
3201,Datsun RediGO D,3.5,2019,4646,Petrol,Manual,22.7,799
3202,Mahindra XUV500 W6,8.95,2014,110000,Diesel,Manual,15.1,2179
3203,Honda City i,6.75,2014,57000,Diesel,Manual,26.0,1498
3204,Hyundai i20 Asta,6.5,2015,72000,Diesel,Manual,22.54,1396
3205,Ford Figo Diesel,1.85,2011,83000,Diesel,Manual,20.0,1399
3206,Ford Aspire 1.2,4.8,2015,49743,Petrol,Manual,18.16,1196
3207,Honda City i,5.85,2015,80540,Diesel,Manual,26.0,1498
3208,Maruti Alto 800,2.76,2015,85000,Petrol,Manual,22.74,796
3209,Maruti Ciaz Alpha,9.5,2020,10000,Petrol,Manual,20.65,1462
3210,Ford Figo Diesel,1.3,2010,156000,Diesel,Manual,20.0,1399
3211,Maruti Swift Dzire,4.95,2012,28000,Petrol,Manual,20.85,1197
3212,Maruti Wagon R,3.65,2013,57835,Petrol,Manual,21.79,998
3213,Hyundai i20 2015-2017,5.25,2015,72000,Petrol,Manual,18.6,1197
3214,Hyundai Grand i10,4.0,2016,50000,Petrol,Manual,18.9,1197
3215,Maruti Swift Dzire,5.15,2015,46000,Petrol,Manual,22.0,1197
3216,Ford Ecosport 2015-2021,7.8,2017,50852,Diesel,Manual,23.0,1498
3217,Hyundai i20 Asta,5.5,2016,50000,Petrol,Manual,18.6,1197
3218,Honda Jazz V,6.75,2016,34000,Petrol,Automatic,17.1,1199
3219,Maruti Wagon R,3.25,2013,55983,Petrol,Manual,18.9,998
3220,Maruti Alto 800,3.0,2019,90000,Petrol,Manual,24.7,796
3221,Maruti Alto 800,2.7,2015,50000,Petrol,Manual,22.74,796
3222,Ford Ecosport 2015-2021,8.0,2018,50000,Diesel,Manual,23.0,1498
3223,Hyundai Grand i10,5.25,2017,40000,Petrol,Manual,18.9,1197
3224,Ford Ecosport 1.0,6.1,2013,60000,Petrol,Manual,18.88,999
3225,Tata Safari 2005-2017,4.85,2013,83000,Diesel,Manual,11.57,2179
3226,Hyundai Verna CRDi,9.85,2017,47000,Diesel,Manual,22.0,1582
3227,Hyundai i20 Asta,5.5,2014,15700,Petrol,Manual,18.6,1197
3228,Hyundai i10 Era,1.8,2008,73000,Petrol,Manual,19.81,1086
3229,Hyundai i20 1.2,5.3,2018,29000,Petrol,Manual,18.6,1197
3230,Maruti Swift Dzire,6.5,2015,59000,Petrol,Manual,20.85,1197
3231,Hyundai i10 Magna,3.15,2013,72000,Petrol,Manual,20.36,1197
3232,Honda Amaze VX,6.66,2016,61198,Diesel,Manual,25.8,1498
3233,Hyundai Verna 1.6,4.0,2012,148000,Diesel,Manual,22.32,1582
3234,Mahindra XUV500 W6,8.5,2015,75000,Diesel,Manual,16.0,2179
3235,Hyundai i20 1.4,7.9,2018,18800,Diesel,Manual,22.54,1396
3236,Hyundai Creta 1.6,9.0,2015,140000,Diesel,Manual,19.67,1582
3237,Maruti Alto 800,2.9,2016,42540,Petrol,Manual,22.74,796
3238,Honda WR-V i-DTEC,9.5,2019,50000,Diesel,Manual,25.5,1498
3239,Maruti Wagon R,2.8,2012,50000,Petrol,Manual,18.9,998
3240,Volkswagen Polo 1.2,6.5,2018,22003,Petrol,Manual,16.47,1198
3241,Mercedes-Benz E-Class 280,7.5,2007,77000,Diesel,Automatic,11.0,2987
3242,Honda Jazz V,6.6,2016,42000,Petrol,Automatic,17.1,1199
3243,Ford Figo 1.5P,5.9,2016,28000,Petrol,Automatic,17.01,1499
3244,Skoda Superb 2.8,4.7,2011,80000,Petrol,Automatic,9.3,2771
3245,Honda WR-V VX,7.85,2017,48000,Diesel,Manual,23.7,1498
3246,Maruti Alto 800,2.0,2013,90000,Petrol,Manual,22.74,796
3247,Mahindra Bolero 2011-2019,7.75,2017,73000,Diesel,Manual,15.96,2523
3248,Hyundai i20 1.4,7.3,2018,10000,Diesel,Manual,22.54,1396
3249,Datsun GO T,3.5,2015,73000,Petrol,Manual,20.63,1198
3250,Hyundai i20 1.2,7.7,2018,21000,Petrol,Manual,18.6,1197
3251,Maruti Wagon R,3.5,2015,50000,Petrol,Manual,20.51,998
3252,Hyundai Grand i10,4.2,2015,53100,Petrol,Manual,18.9,1197
3253,Ford Figo 1.2,4.0,2016,40000,Petrol,Manual,18.16,1196
3254,Tata Safari 2005-2017,3.0,2011,80000,Diesel,Manual,13.93,2179
3255,Hyundai Verna Transform,3.75,2010,70000,Petrol,Manual,16.2,1599
3256,Honda City i,6.5,2015,78000,Diesel,Manual,26.0,1498
3257,Hyundai Verna 1.6,6.5,2012,46500,Diesel,Manual,22.32,1582
3258,Honda Jazz 1.2,6.5,2018,59000,Petrol,Manual,18.7,1199
3259,Hyundai Verna 1.6,6.7,2014,78000,Diesel,Manual,22.32,1582
3260,Honda City V,7.65,2016,27000,Petrol,Manual,16.8,1497
3261,Maruti Swift VXI,5.7,2018,40000,Petrol,Manual,22.0,1197
3262,Hyundai Grand i10,5.2,2016,22000,Petrol,Manual,18.9,1197
3263,Hyundai Verna 1.6,7.5,2015,50000,Diesel,Manual,23.9,1582
3264,Maruti Alto 800,2.99,2017,33977,Petrol,Manual,24.7,796
3265,Ford Figo Petrol,4.46,2014,93334,Petrol,Manual,15.6,1196
3266,Maruti Alto 800,3.25,2018,38000,Petrol,Manual,22.74,796
3267,Hyundai Santro Sportz,5.5,2020,1000,Petrol,Automatic,20.3,1086
3268,Honda Amaze S,4.75,2015,39441,Petrol,Manual,18.0,1198
3269,Honda City 1.5,4.0,2010,59000,Petrol,Manual,17.0,1497
3270,Maruti Swift Dzire,6.5,2018,25000,Petrol,Manual,22.0,1197
3271,Maruti Baleno Alpha,8.0,2018,10000,Petrol,Automatic,21.4,1197
3272,Mahindra XUV500 2011-2015,8.75,2015,37000,Diesel,Manual,15.1,2179
3273,Maruti Swift VXI,5.8,2015,42994,Petrol,Manual,21.21,1197
3274,Honda City i,6.5,2016,100000,Diesel,Manual,26.0,1498
3275,Hyundai i20 Magna,3.9,2012,49000,Diesel,Manual,21.9,1396
3276,Volkswagen Polo 2015-2019,6.1,2016,58000,Petrol,Manual,16.2,1199
3277,Hyundai Creta 1.6,9.5,2016,62000,Diesel,Manual,19.67,1582
3278,Honda City i,6.51,2016,78236,Petrol,Manual,17.4,1497
3279,Renault KWID RXT,2.8,2016,64000,Petrol,Manual,22.3,799
3280,Ford Figo Diesel,2.75,2014,73500,Diesel,Manual,20.0,1399
3281,Mahindra Bolero 2011-2019,5.25,2015,99826,Diesel,Manual,15.96,2523
3282,Renault KWID RXT,2.9,2017,28000,Petrol,Manual,25.17,799
3283,Ford Figo Diesel,2.75,2010,67000,Diesel,Manual,20.0,1399
3284,Skoda Rapid 1.6,5.5,2012,103000,Petrol,Automatic,14.3,1598
3285,Hyundai i10 Magna,3.42,2010,49700,Petrol,Automatic,19.2,1197
3286,Mahindra XUV500 W4,5.44,2013,60000,Diesel,Manual,15.1,2179
3287,Maruti Alto 800,3.5,2018,29000,Petrol,Manual,24.7,796
3288,Mahindra Bolero 2011-2019,3.45,2013,65784,Diesel,Manual,15.96,2523
3289,Datsun GO T,3.35,2016,40000,Petrol,Manual,20.63,1198
3290,Mahindra Bolero 2011-2019,6.1,2016,120000,Diesel,Manual,15.96,2523
3291,Hyundai Grand i10,5.5,2019,4800,Petrol,Manual,18.9,1197
3292,Maruti Swift VXI,3.5,2016,40000,Petrol,Manual,20.4,1197
3293,Hyundai i20 2015-2017,7.45,2017,12000,Petrol,Manual,18.6,1197
3294,Maruti Alto 800,3.5,2020,11000,Petrol,Manual,22.05,796
3295,Honda City i,8.5,2016,60000,Petrol,Manual,17.8,1497
3296,Honda CR-V 2.4,6.0,2008,120000,Petrol,Automatic,10.1,2354
3297,Maruti Wagon R,3.41,2015,72000,Petrol,Manual,18.9,998
3298,Renault KWID RXL,2.3,2016,53000,Petrol,Manual,25.17,799
3299,Renault KWID RXT,2.5,2016,35000,Petrol,Manual,25.17,799
3300,Hyundai i20 Sportz,6.81,2016,32959,Diesel,Manual,22.54,1396
3301,Volkswagen Vento 2013-2015,4.0,2013,45000,Petrol,Manual,15.04,1598
3302,Maruti Celerio X,5.75,2019,18500,Petrol,Automatic,21.63,998
3303,Volkswagen Polo 1.2,3.5,2013,59000,Petrol,Manual,16.47,1198
3304,Maruti Celerio LXI,4.0,2016,50000,Petrol,Manual,23.1,998
3305,Volkswagen Polo Petrol,3.8,2011,70000,Petrol,Manual,16.47,1198
3306,Datsun GO T,2.25,2015,30000,Petrol,Manual,20.63,1198
3307,Maruti Swift Dzire,3.75,2018,100000,Petrol,Manual,19.0,1197
3308,Maruti Swift Dzire,6.1,2019,20000,Petrol,Manual,22.0,1197
3309,Maruti Dzire VXI,2.8,2009,91200,Petrol,Manual,23.26,1197
3310,Datsun redi-GO T,2.5,2017,50500,Petrol,Manual,20.71,799
3311,Renault KWID RXT,2.7,2016,60000,Petrol,Manual,25.17,799
3312,Hyundai i20 1.4,4.55,2013,77000,Diesel,Manual,23.0,1396
3313,Maruti Swift Dzire,5.6,2015,32524,Petrol,Manual,19.0,1197
3314,Honda Amaze VX,4.9,2013,65675,Diesel,Manual,25.8,1498
3315,Tata Tiago 1.2,2.85,2016,70000,Petrol,Manual,23.84,1199
3316,Honda City i,3.49,2012,47321,Petrol,Manual,17.4,1497
3317,Honda City i,5.5,2014,90000,Diesel,Manual,25.1,1498
3318,Datsun GO T,1.8,2016,70000,Petrol,Manual,20.63,1198
3319,Maruti Baleno Alpha,7.0,2020,25000,Petrol,Manual,21.01,1197
3320,Maruti Ertiga BSIV,7.25,2016,21600,Petrol,Manual,17.5,1373
3321,Maruti Swift Dzire,3.5,2012,60000,Petrol,Manual,17.5,1298
3322,Honda City i,6.75,2014,63339,Diesel,Manual,26.0,1498
3323,Honda WR-V i-VTEC,7.49,2018,15799,Petrol,Manual,17.5,1199
3324,Maruti Swift Dzire,6.0,2018,40000,Petrol,Manual,21.21,1197
3325,Maruti Wagon R,3.15,2016,21517,Petrol,Manual,18.9,998
3326,Maruti Swift Dzire,3.75,2013,50000,Petrol,Manual,19.1,1197
3327,Honda Amaze VX,7.15,2016,44340,Diesel,Manual,25.8,1498
3328,Ford Ecosport 2015-2021,5.5,2015,36497,Diesel,Manual,21.7,1498
3329,Ford Figo Diesel,2.3,2011,90000,Diesel,Manual,20.0,1399
3330,Maruti Swift Dzire,2.8,2010,46100,Petrol,Automatic,21.21,1197
3331,Ford Endeavour 3.0L,7.5,2010,80000,Diesel,Automatic,11.4,2953
3332,Maruti Wagon R,2.0,2009,48192,Petrol,Manual,18.9,1061
3333,Honda City i,5.75,2014,80000,Diesel,Manual,25.1,1498
3334,Maruti Alto 800,3.1,2017,15554,Petrol,Manual,22.05,796
3335,Mahindra XUV500 W6,8.5,2015,110000,Diesel,Manual,15.1,2179
3336,Hyundai Verna 1.6,8.25,2017,23211,Diesel,Manual,23.9,1582
3337,Honda Amaze VX,7.25,2019,16000,Petrol,Manual,19.5,1199
3338,Honda City i,7.5,2017,80000,Diesel,Manual,26.0,1498
3339,Maruti Wagon R,2.2,2011,57000,CNG,Manual,26.2,998
3340,Honda City i,5.0,2014,233000,Diesel,Manual,25.1,1498
3341,Honda City E,3.8,2012,29512,Petrol,Manual,16.8,1497
3342,Hyundai Grand i10,4.1,2015,39000,Petrol,Manual,18.9,1197
3343,Ford Ecosport 2015-2021,6.5,2016,50000,Diesel,Manual,21.7,1498
3344,Honda Jazz S,2.8,2010,42000,Petrol,Manual,16.0,1198
3345,Skoda Superb 1.8,3.75,2010,50000,Petrol,Automatic,12.6,1798
3346,Hyundai Verna 1.6,5.69,2015,30337,Petrol,Manual,17.1,1591
3347,Hyundai i20 1.4,6.25,2018,39000,Diesel,Manual,22.54,1396
3348,Hyundai Verna 1.6,6.5,2016,48000,Diesel,Manual,23.9,1582
3349,Honda WR-V i-DTEC,8.25,2018,15797,Diesel,Manual,25.5,1498
3350,Ford Ecosport 2015-2021,6.5,2017,115000,Diesel,Manual,23.0,1498
3351,Honda Amaze S,3.99,2013,47277,Diesel,Manual,25.8,1498
3352,Maruti Swift Dzire,6.5,2017,31000,Petrol,Manual,20.85,1197
3353,Maruti Wagon R,1.5,2005,29957,Petrol,Manual,18.9,998
3354,Honda Jazz 1.2,5.6,2015,51000,Petrol,Automatic,19.0,1199
3355,Maruti Swift Dzire,5.35,2016,23211,Petrol,Manual,20.85,1197
3356,Volkswagen Polo 2015-2019,4.25,2015,23569,Petrol,Manual,16.2,1199
3357,Ford Ecosport 1.5,4.25,2014,95000,Diesel,Manual,22.7,1498
3358,Renault KWID Climber,3.5,2017,15000,Petrol,Manual,23.01,999
3359,Mahindra Scorpio VLS,4.0,2009,120000,Diesel,Manual,12.05,2179
3360,Hyundai i10 Era,2.6,2011,58519,Petrol,Manual,19.81,1086
3361,Mahindra XUV500 W6,8.75,2015,59706,Diesel,Manual,15.1,2179
3362,Ford Freestyle Titanium,6.3,2018,30000,Petrol,Manual,19.0,1194
3363,Ford Ecosport 2015-2021,7.0,2017,11448,Petrol,Manual,17.0,1497
3364,Honda WR-V Edge,7.25,2017,31031,Diesel,Manual,25.5,1498
3365,Maruti Wagon R,2.75,2012,37300,Petrol,Manual,18.9,998
3366,Honda City 2017-2020,2.25,2008,46252,Petrol,Manual,17.7,1497
3367,Maruti Alto 800,3.0,2018,5000,Petrol,Manual,24.7,796
3368,Maruti Swift Dzire,3.95,2014,33000,Petrol,Manual,19.1,1197
3369,Hyundai i20 Sportz,6.25,2016,52000,Diesel,Manual,22.54,1396
3370,Honda City 1.5,3.79,2012,55000,Petrol,Manual,16.8,1497
3371,Ford Aspire 1.5,6.15,2017,25000,Diesel,Manual,25.83,1498
3372,Maruti Eeco 7,2.25,2013,18000,Petrol,Manual,15.37,1196
3373,Hyundai i20 Asta,5.35,2016,64000,Diesel,Manual,22.54,1396
3374,Maruti Alto 800,2.55,2018,25000,Petrol,Manual,24.7,796
3375,Maruti Wagon R,1.92,2011,120000,Petrol,Manual,18.9,998
3376,Ford Figo Diesel,4.2,2014,61000,Diesel,Manual,20.0,1399
3377,Maruti Wagon R,1.2,2006,64000,Petrol,Manual,21.79,998
3378,Hyundai Creta 1.6,9.55,2020,1500,Petrol,Manual,15.8,1591
3379,Maruti Swift ZXI,1.9,2008,60000,Petrol,Manual,16.1,1298
3380,Hyundai Elantra CRDi,5.75,2013,67000,Diesel,Manual,14.59,1493
3381,Hyundai i20 1.2,3.0,2012,70000,Petrol,Manual,17.0,1197
3382,Ford Aspire 1.2,4.6,2016,55000,Petrol,Manual,18.16,1196
3383,Hyundai i20 Asta,6.4,2017,41394,Petrol,Manual,17.0,1197
3384,Hyundai Verna Transform,1.99,2010,50111,Diesel,Manual,16.2,1493
3385,Maruti Alto 800,2.49,2015,22000,Petrol,Manual,22.74,796
3386,Toyota Yaris J,9.5,2019,30000,Petrol,Automatic,17.8,1496
3387,Honda City 1.5,2.8,2009,57720,Petrol,Manual,17.0,1497
3388,Hyundai i20 Petrol,6.35,2019,30000,Petrol,Manual,18.6,1197
3389,Tata Tiago 1.2,4.25,2017,10000,Petrol,Manual,23.84,1199
3390,Maruti Swift Dzire,5.0,2016,40000,Petrol,Manual,20.85,1197
3391,Ford Ecosport 2015-2021,5.65,2015,90000,Diesel,Manual,22.77,1498
3392,Maruti Alto 800,2.65,2015,45000,Petrol,Manual,24.7,796
3393,Honda Amaze VX,6.5,2019,2000,Petrol,Manual,19.5,1199
3394,Honda City i,6.24,2016,55000,Petrol,Manual,17.8,1497
3395,Hyundai i20 1.2,2.45,2010,50000,Petrol,Manual,18.5,1197
3396,Honda Amaze S,5.25,2016,103000,Diesel,Manual,25.8,1498
3397,Hyundai Creta 1.4,7.5,2015,90000,Diesel,Manual,21.38,1396
3398,Mahindra XUV500 W8,7.0,2013,80000,Diesel,Manual,15.1,2179
3399,Maruti Alto 800,3.4,2017,28000,Petrol,Manual,24.7,796
3400,Ford Figo Aspire,6.5,2017,83000,Diesel,Manual,24.4,1499
3401,Mahindra KUV 100,3.85,2016,32000,Petrol,Manual,18.15,1198
3402,Hyundai Creta 1.6,8.51,2016,16000,Diesel,Manual,19.67,1582
3403,Maruti Swift ZXI,3.0,2012,106600,Petrol,Manual,18.6,1197
3404,Hyundai Grand i10,4.25,2018,7245,Petrol,Manual,18.9,1197
3405,Maruti Alto 800,2.39,2016,29289,Petrol,Manual,22.74,796
3406,Maruti Swift Dzire,5.5,2019,27000,Petrol,Manual,22.0,1197
3407,Hyundai Santro Sportz,4.8,2019,20000,Petrol,Manual,20.3,1086
3408,Datsun RediGO A,2.5,2018,50000,Petrol,Manual,22.7,799
3409,Hyundai Grand i10,5.25,2019,36000,Petrol,Manual,18.9,1197
3410,Volkswagen Polo 2015-2019,6.25,2019,12600,Petrol,Manual,16.2,1199
3411,Datsun RediGO Sport,3.0,2017,9500,Petrol,Manual,22.7,799
3412,Maruti Eeco 5,4.25,2020,8001,Petrol,Manual,15.37,1196
3413,Mahindra XUV500 W6,6.6,2015,60000,Diesel,Manual,15.1,2179
3414,Maruti Swift VXI,5.2,2017,48148,Petrol,Manual,18.6,1197
3415,Maruti Wagon R,1.9,2010,25000,Petrol,Manual,18.9,998
3416,Honda Amaze VX,3.49,2016,41200,Petrol,Manual,18.6,1199
3417,Maruti Eeco 5,3.08,2016,5000,Petrol,Manual,15.37,1196
3418,Honda City i,6.29,2016,34000,Diesel,Manual,25.1,1498
3419,Hyundai i20 1.2,4.8,2014,72536,Petrol,Manual,17.0,1197
3420,Maruti Ciaz VXi,6.1,2015,15000,Petrol,Manual,20.73,1373
3421,Maruti Swift Dzire,4.2,2015,30000,Petrol,Manual,20.85,1197
3422,Hyundai Creta 1.6,7.5,2016,24000,Petrol,Manual,15.29,1591
3423,Hyundai i20 Sportz,3.25,2013,34000,Diesel,Manual,21.9,1396
3424,Maruti Wagon R,1.66,2008,28640,Petrol,Manual,18.9,998
3425,Maruti Baleno Alpha,5.75,2016,50000,Petrol,Manual,21.4,1197
3426,Ford Ecosport 2015-2021,8.25,2018,36000,Diesel,Manual,23.0,1498
3427,Renault KWID RXT,2.44,2016,35000,Petrol,Manual,25.17,799
3428,Hyundai Creta 1.6,7.5,2015,66500,Diesel,Manual,19.67,1582
3429,Ford Freestyle Titanium,6.3,2018,30000,Petrol,Manual,19.0,1194
3430,Maruti Wagon R,2.15,2012,60000,CNG,Manual,26.2,998
3431,Maruti Swift Dzire,5.4,2012,25000,Petrol,Manual,19.1,1197
3432,Mahindra XUV300 W6,8.0,2020,2000,Diesel,Manual,20.0,1497
3433,Datsun GO T,2.76,2015,30000,Petrol,Manual,20.63,1198
3434,Maruti Wagon R,4.12,2018,9450,Petrol,Automatic,20.51,998
3435,Mahindra Scorpio 1.99,8.79,2016,20000,Diesel,Manual,15.4,1997
3436,Maruti Swift Dzire,6.25,2016,78051,Petrol,Manual,20.85,1197
3437,Hyundai i20 1.4,2.0,2011,70000,Diesel,Manual,21.9,1396
3438,Maruti Celerio VXI,3.9,2016,35887,Petrol,Automatic,23.1,998
3439,Honda Jazz Select,2.3,2010,68000,Petrol,Manual,16.0,1198
3440,Maruti Celerio VXI,4.25,2014,32000,Petrol,Manual,23.1,998
3441,Maruti Wagon R,2.65,2012,12000,Petrol,Manual,18.9,998
3442,Renault KWID 1.0,3.45,2017,70000,Petrol,Manual,23.01,999
3443,Honda City SV,6.0,2015,35000,Petrol,Manual,17.4,1497
3444,Maruti Wagon R,3.0,2014,40000,Petrol,Manual,20.51,998
3445,Volkswagen Vento 1.6,4.89,2015,43000,Petrol,Manual,15.04,1598
3446,Hyundai Grand i10,5.25,2018,30000,Petrol,Manual,18.9,1197
3447,Datsun GO Plus,5.3,2018,9605,Petrol,Manual,19.83,1198
3448,Mercedes-Benz E-Class E240,4.21,2005,123374,Petrol,Automatic,11.2,2497
3449,Tata Nexon 1.5,7.5,2019,25000,Diesel,Manual,21.5,1497
3450,Honda Amaze VX,4.4,2017,80000,Petrol,Manual,17.8,1198
3451,Hyundai Verna 1.6,4.5,2011,50000,Petrol,Automatic,15.74,1591
3452,Hyundai Grand i10,5.5,2017,15000,Petrol,Automatic,18.9,1197
3453,Ford Aspire 1.2,3.8,2016,37000,Petrol,Manual,18.16,1196
3454,Renault KWID 1.0,3.65,2018,21400,Petrol,Manual,23.01,999
3455,Honda Amaze VX,7.8,2018,36951,Diesel,Manual,24.7,1498
3456,Hyundai Creta 1.6,7.5,2016,50000,Diesel,Manual,19.67,1582
3457,Honda City i,6.0,2014,100000,Petrol,Manual,17.4,1497
3458,Datsun GO A,2.55,2017,44000,Petrol,Manual,19.02,1198
3459,Hyundai Creta 1.6,8.0,2015,64907,Diesel,Manual,19.67,1582
3460,Honda City i,5.5,2015,66983,Petrol,Manual,17.4,1497
3461,Ford Figo Petrol,2.2,2011,38256,Petrol,Manual,15.6,1196
3462,Renault KWID RXL,3.75,2019,5000,Petrol,Manual,25.17,799
3463,Hyundai Verna 1.4,6.25,2017,23228,Petrol,Manual,17.43,1396
3464,Maruti Wagon R,3.54,2015,7830,Petrol,Manual,20.51,998
3465,Honda City 1.5,4.0,2010,180000,Petrol,Manual,17.0,1497
3466,Honda City 1.5,3.1,2010,50000,Petrol,Automatic,16.8,1497
3467,Mahindra Thar DI,7.45,2018,36000,Diesel,Manual,18.06,2523
3468,Honda City i,5.7,2015,35000,Petrol,Manual,17.8,1497
3469,Maruti Wagon R,1.21,2007,53000,Petrol,Manual,18.9,1061
3470,Hyundai i20 Magna,3.25,2013,33135,Petrol,Manual,18.5,1197
3471,Maruti Eeco 7,2.3,2010,7000,Petrol,Manual,15.37,1196
3472,Honda City 1.5,5.9,2016,55555,Petrol,Manual,17.0,1497
3473,Maruti Alto 800,3.1,2019,15000,Petrol,Manual,24.7,796
3474,Hyundai i20 2015-2017,5.5,2016,100000,Diesel,Manual,22.54,1396
3475,Mahindra KUV 100,4.5,2017,35000,Petrol,Manual,18.15,1198
3476,Ford Ecosport 1.5,6.0,2014,65238,Diesel,Manual,22.7,1498
3477,Hyundai i20 Sportz,5.25,2015,25000,Diesel,Manual,22.54,1396
3478,Renault KWID RXT,3.0,2017,17000,Petrol,Manual,25.17,799
3479,Ford Figo Diesel,3.5,2012,115000,Diesel,Manual,20.0,1399
3480,Hyundai i20 Magna,5.0,2015,60000,Petrol,Manual,18.6,1197
3481,Hyundai i20 1.2,4.7,2012,74357,Petrol,Manual,17.0,1197
3482,Volkswagen Polo Petrol,3.5,2013,23000,Petrol,Manual,16.47,1198
3483,Tata Nexon 1.5,6.8,2018,47000,Diesel,Manual,21.5,1497
3484,Tata Nexon 1.2,7.5,2020,5000,Petrol,Manual,17.0,1198
3485,Ford Ecosport 1.5,5.2,2014,54000,Diesel,Manual,22.7,1498
3486,Hyundai i20 Magna,5.15,2016,60000,Petrol,Manual,18.6,1197
3487,Hyundai i10 Magna,2.45,2012,35000,Petrol,Manual,20.36,1197
3488,Maruti Wagon R,3.3,2017,40000,CNG,Manual,26.6,998
3489,Renault KWID Climber,3.4,2017,20914,Petrol,Manual,23.01,999
3490,Maruti Wagon R,4.25,2018,45455,Petrol,Manual,18.9,998
3491,Honda Amaze S,6.2,2018,70000,Petrol,Automatic,18.1,1199
3492,Maruti Ignis 1.2,5.7,2018,20000,Petrol,Manual,20.89,1197
3493,Honda City V,4.7,2013,15000,Petrol,Manual,16.8,1497
3494,Maruti Wagon R,3.0,2015,90000,Petrol,Manual,20.51,998
3495,Maruti Ciaz Alpha,9.6,2019,30000,Petrol,Automatic,20.28,1462
3496,Maruti Wagon R,4.0,2015,90000,Petrol,Manual,20.51,998
3497,Honda City i,5.75,2015,45000,Diesel,Manual,25.1,1498
3498,Tata Tiago 1.2,4.0,2017,50000,Petrol,Manual,23.84,1199
3499,Skoda Superb Elegance,8.95,2015,40000,Petrol,Manual,13.1,1798
3500,Ford Ecosport 2015-2021,9.5,2019,18500,Petrol,Manual,17.0,1497
3501,Maruti Ciaz VXi,5.25,2016,18000,Petrol,Manual,20.73,1373
3502,Maruti Swift VXi,2.4,2011,70000,Petrol,Manual,16.1,1197
3503,Hyundai i20 Sportz,5.0,2016,62000,Petrol,Manual,18.6,1197
3504,Mahindra Bolero 2011-2019,4.0,2012,200000,Diesel,Manual,13.6,2523
3505,Hyundai Grand i10,4.6,2017,18000,Petrol,Manual,18.9,1197
3506,Hyundai i10 Era,2.0,2007,55756,Petrol,Manual,19.81,1086
3507,Tata Tiago 1.2,4.4,2018,20000,Petrol,Manual,23.84,1199
3508,Hyundai i20 1.2,2.15,2011,17728,Petrol,Manual,18.5,1197
3509,Ford Figo Diesel,2.25,2011,54263,Diesel,Manual,20.0,1399
3510,Tata Nexon 1.2,7.55,2018,4200,Petrol,Manual,17.0,1198
3511,Maruti Wagon R,4.25,2018,30000,Petrol,Manual,20.51,998
3512,Hyundai i20 Magna,3.24,2013,36000,Petrol,Manual,18.5,1197
3513,Maruti Alto 800,3.22,2018,20000,Petrol,Manual,24.7,796
3514,Mahindra KUV 100,4.0,2016,36000,Petrol,Manual,18.15,1198
3515,Maruti Swift ZXI,5.5,2018,30000,Petrol,Manual,22.0,1197
3516,Maruti Baleno Alpha,7.0,2018,25000,Petrol,Manual,21.4,1197
3517,Honda WR-V i-VTEC,9.25,2020,5000,Petrol,Manual,17.5,1199
3518,Hyundai Creta 1.6,9.25,2016,20234,Petrol,Manual,15.8,1591
3519,Mahindra Scorpio 1.99,9.0,2015,80000,Diesel,Manual,15.4,1997
3520,Maruti Wagon R,3.5,2010,20000,Petrol,Manual,18.9,998
3521,Ford Ecosport 1.5,6.75,2015,720000,Diesel,Manual,22.7,1498
3522,Maruti Swift Dzire,4.75,2015,26000,Petrol,Manual,20.85,1197
3523,Mahindra Scorpio S2,8.0,2015,40000,Diesel,Manual,15.4,2523
3524,Renault KWID Climber,3.5,2019,30000,Petrol,Manual,23.01,999
3525,Honda City i,6.25,2014,30000,Petrol,Manual,17.4,1497
